* HW6_F22 data
* The data is stored as data1,data2,time_stamp
3.22036041397496,0.8590859829136275,1.0
2.326659327609746,1.3798191638511863,1.019019019019019
1.9031186146600545,-0.08215983468845096,1.038038038038038
2.1528967320665258,1.1482744074587314,1.057057057057057
1.000046691802034,-0.4983688522019195,1.0760760760760761
2.5732312362374796,0.1193384544521025,1.095095095095095
4.050372016207855,-1.446392818867002,1.1141141141141142
2.3391658462001916,0.9078292708851329,1.1331331331331331
3.7351147490086922,-0.3071848038649963,1.1521521521521523
2.1348635801827087,0.7807545752247935,1.1711711711711712
2.1273645383443953,-0.889195214304998,1.1901901901901901
3.355018056648831,2.3040010127857324,1.2092092092092093
4.215676544994727,0.7232054621757763,1.2282282282282282
2.7267870447316676,1.7109253496215622,1.2472472472472473
3.2850374046682482,1.5554370969392213,1.2662662662662663
2.957958849131641,0.7823905282627771,1.2852852852852852
3.013380977754,-0.1132959464126275,1.3043043043043043
2.6585740077836784,-1.0665217815082055,1.3233233233233235
2.6256246091533972,0.2795691431079149,1.3423423423423424
1.4157610442328208,-0.5643823451559109,1.3613613613613613
2.505212856466426,0.6694991908572875,1.3803803803803805
2.353388492060405,0.26110368347013135,1.3993993993993994
4.866138460565111,-0.6305934565618171,1.4184184184184185
2.5057603341778405,0.1578958018926052,1.4374374374374375
1.8383376392086594,-0.41684784001956826,1.4564564564564564
3.2821930138355393,1.767199431196589,1.4754754754754755
3.5874133778263295,0.4996427047106392,1.4944944944944947
3.0734378604566737,0.37340146079941267,1.5135135135135136
2.906714599059606,0.8909245124077538,1.5325325325325325
3.2923157558147405,2.0928131457248957,1.5515515515515514
1.0349689797671286,-0.5923336615185544,1.5705705705705706
2.3784294019207466,0.5813125401931951,1.5895895895895897
2.08283710590023,1.7620519457490254,1.6086086086086087
2.806203905041526,-1.7103191219965732,1.6276276276276276
4.4044688447832,1.510570206178192,1.6466466466466467
3.1989094374149323,1.892394696237046,1.6656656656656659
2.9713185839887912,0.6137542480080465,1.6846846846846848
3.4233361506879767,0.8126129076352314,1.7037037037037037
3.601057922050255,0.10249489379333905,1.7227227227227226
2.0143942801517523,1.233835152919289,1.7417417417417418
3.4545669727985318,-0.5227280117224526,1.760760760760761
4.4231772960851865,0.14809221420424154,1.7797797797797799
2.0089394928045583,0.30212660093432175,1.7987987987987988
4.8384805860735485,-0.20251183178050708,1.817817817817818
3.6077764623070356,0.44222087683930966,1.8368368368368369
2.393462826464666,-0.5877832322508371,1.855855855855856
4.396313449688871,-2.757558101586429,1.874874874874875
1.8049050818846926,-1.8603623693239761,1.8938938938938938
4.3070856420917245,1.37824873927158,1.912912912912913
2.849719953051218,-1.216325749677129,1.9319319319319321
2.3015420521701278,0.5826949205969373,1.950950950950951
4.110535429400658,0.27574768339348277,1.96996996996997
4.266460756880267,1.9368953384992666,1.9889889889889891
5.553292478766396,-1.0251219030877028,2.008008008008008
2.615820071450699,-0.6393334071962138,2.027027027027027
1.4859048016525518,1.1262957951726076,2.046046046046046
2.564993437611403,0.4007727872413454,2.065065065065065
2.865016126371273,-1.6923338422272063,2.0840840840840844
3.94519206596258,-1.3991880205020357,2.103103103103103
3.3538797081549276,-0.6928123960686948,2.1221221221221223
1.7998796201125038,-1.115383138317839,2.141141141141141
3.6121340433358005,-0.28181601197240236,2.16016016016016
4.5184474285512035,-0.06232409927247093,2.1791791791791795
4.370908082723082,-1.316090096679932,2.1981981981981984
1.58704938575112,0.11976689925014729,2.2172172172172173
2.5049970014652736,-1.5366263295647646,2.2362362362362362
4.214565823011947,0.44725317952232246,2.255255255255255
1.88394136743663,0.9349652279278893,2.2742742742742745
1.4624636594758493,0.9637571380459313,2.2932932932932935
3.4574593654022445,-0.03744420288651268,2.3123123123123124
2.6239727324937276,0.38284145222611443,2.3313313313313317
1.1499806304888947,1.3779050320867867,2.3503503503503502
3.9099959426950908,-0.5799908088990686,2.3693693693693696
2.567545301938567,1.0685818187326914,2.3883883883883885
1.2465359228762254,0.32897269373620136,2.4074074074074074
3.8206784478425493,-1.05626056253882,2.426426426426427
4.127699820811822,-0.0793139898263081,2.4454454454454453
2.3753344764619135,1.3579476667492163,2.4644644644644647
3.5195220976265174,-0.15619890335665143,2.4834834834834836
1.8084862845336764,-0.28063807786950445,2.5025025025025025
5.280406245714048,-0.2755175480370711,2.521521521521522
1.4554959042846867,1.011718799179498,2.5405405405405403
2.6265756220412912,-0.7259116622862591,2.5595595595595597
4.3572618098022335,-0.30826712461991546,2.5785785785785786
4.104151810192967,-0.34161253476630715,2.5975975975975976
2.9605714833877532,-0.14638291292296468,2.616616616616617
1.0608640470123392,-0.9309074908967774,2.635635635635636
2.9230934005896856,2.045372519282475,2.6546546546546548
2.277858631285318,0.6654762885602435,2.6736736736736737
4.140472916677641,-0.18379686978218618,2.6926926926926926
4.5996194627283655,3.473522736392227,2.711711711711712
2.915789732697911,1.2706212095427176,2.730730730730731
2.7842407844796377,1.245643879629226,2.74974974974975
3.326802632268116,0.93127249251471,2.768768768768769
3.73262570808742,-0.6500581999595445,2.7877877877877877
4.540915110422453,1.6641660345024922,2.806806806806807
2.8073489654528165,-0.5495051029947114,2.825825825825826
2.972491556515082,-0.6943341928860283,2.844844844844845
2.2962563711241755,-0.5339755837630753,2.8638638638638643
4.26997303488628,-0.1240063125755631,2.8828828828828827
4.177233103012391,1.046475663480051,2.901901901901902
3.8954980583203094,0.13441925462933157,2.920920920920921
2.953292546592434,-1.0789527959136491,2.93993993993994
5.42834560894399,2.0893234498535596,2.9589589589589593
1.514393893438946,-0.606550044640014,2.9779779779779783
1.809020636277238,-0.21746247801498025,2.996996996996997
3.774047877164076,0.8322545614014712,3.016016016016016
2.95181396517497,1.6690133480413218,3.035035035035035
2.655214592255804,0.35010409458050473,3.0540540540540544
